e,t,w,r,c,k
0,2.307826467,0.224767507,0.665189819,A,4
2,0.794713139,0.119258217,0.483200339,A,2
2,3.454049365,0.138838656,0.527956293,A,2
1,2.081363099,0.23737408,0.679487147,A,5
0,0.280436883,0.121817104,0.4894232,A,2
0,3.300749543,0.144218352,0.5391715,A,2
1,1.044960031,0.301486456,0.737374844,A,5
1,3.862475865,0.204195601,0.639217048,A,4
2,4.348416342,0.205332747,0.640745923,A,4
2,0.43031856,0.156504684,0.563214025,A,3
0,0.521078864,0.104905688,0.445999925,A,1
0,3.457833114,0.090840427,0.405402882,A,1
2,7.002318129,0.151169394,0.553032812,A,3
1,1.070337581,0.368132516,0.779098055,A,5
2,3.196534673,0.180627483,0.604759802,A,3
0,0.452186465,0.176532402,0.598189147,A,3
1,0.04765391,0.188821991,0.617367404,A,4
2,3.736098926,0.141694323,0.533963974,A,2
2,0.863440856,0.094467293,0.416292412,A,1
1,0.645415216,0.48205181,0.825737509,A,5
1,1.242698516,0.139530169,0.529422526,A,2
0,1.335322307,0.146688996,0.544177819,A,2
1,3.491232457,0.080706457,0.373310864,A,1
2,2.184949412,0.14968783,0.550136095,A,3
1,0.479483111,0.149730006,0.550218983,A,3
1,1.392859311,0.14923931,0.549253083,A,3
1,5.014677729,0.080881089,0.373885493,A,1
1,0.259309217,0.337518528,0.761729075,A,5
0,2.221223915,0.334685009,0.759979427,A,5
2,1.181606598,0.217803955,0.656784339,A,4
2,7.012222549,0.10642697,0.450136061,A,1
0,4.82990447,0.219984925,0.659457638,A,4
1,5.16498395,0.14977994,0.550317085,A,3
0,3.728334378,0.145451226,0.541680839,A,2
1,0.578997876,0.285092302,0.724582675,A,5
2,7.442078813,0.101149765,0.435581541,A,1
2,0.355519524,0.134729301,0.519089225,A,2
2,2.512785662,0.123381019,0.493168603,A,2
1,0.933577257,0.166610055,0.58147416,A,3
0,4.890855714,0.088112086,0.397008597,A,1
1,3.089893884,0.124763753,0.496444135,A,2
1,3.364248536,0.220110153,0.659609992,A,4
0,2.459421153,0.199106776,0.632232055,A,4
2,1.910622702,0.1119659,0.464800549,A,1
1,2.330068119,0.206735949,0.642616733,A,4
0,4.115461153,0.062470808,0.308769224,A,1
1,5.421898594,0.144251933,0.539240145,A,2
2,1.495175953,0.21985507,0.659299523,A,4
2,6.29476524,0.126994061,0.501657392,A,2
0,1.072393786,0.162909402,0.574937597,A,3
1,1.703801854,0.087395235,0.394773608,A,1
1,4.502348245,0.232031328,0.673567062,A,4
0,3.749248958,0.078854134,0.36716745,A,1
0,3.592746709,0.145226563,0.54122523,A,2
2,5.925234314,0.149254967,0.549283955,A,3
1,1.679398042,0.169376453,0.586251024,A,3
1,5.419582045,0.118909016,0.482341905,A,2
2,2.701470354,0.34365817,0.765432808,A,5
2,0.115840307,0.093297078,0.41281196,A,1
0,2.441074313,0.182986089,0.608461201,A,4
2,0.972460236,0.051001029,0.263140647,A,1
0,1.419739425,0.165458698,0.579458649,A,3
0,5.246967277,0.202678607,0.637159459,A,4
1,0.158431052,0.107111171,0.451980843,A,1
0,5.485963975,0.219135108,0.658420467,A,4
1,3.249110151,0.188697616,0.617181258,A,4
1,0.061473183,0.244272955,0.686843873,A,5
0,8.422834957,0.117968699,0.480019207,A,2
2,2.753722687,0.112114797,0.465186382,A,1
1,4.203811148,0.081381074,0.375526395,A,1
1,1.963690988,0.145295143,0.541364386,A,2
0,2.909457,0.096760125,0.423021967,A,1
2,1.472591683,0.217678171,0.656629006,A,4
1,0.161048898,0.170079766,0.587450828,A,3
1,0.438632893,0.396888833,0.793195749,A,5
2,0.584136177,0.104029263,0.443595339,A,1
2,8.77793164,0.265185745,0.70732788,A,5
2,4.216264459,0.133861801,0.517183127,A,2
2,2.996545369,0.092305532,0.409838349,A,1
1,5.432723603,0.2078761,0.644124127,A,4
2,1.456242557,0.093167989,0.412426107,A,1
1,2.787371001,0.108384086,0.455387685,A,1
1,4.262931996,0.123286452,0.492943358,A,2
1,0.421302871,0.179849103,0.603525081,A,3
2,0.424204669,0.110851003,0.461897798,A,1
0,2.417064682,0.25439684,0.697086276,A,5
0,6.198474611,0.102326177,0.438876745,A,1
1,5.520456777,0.180261774,0.60418051,A,3
1,1.988231076,0.175035724,0.595741015,A,3
0,1.98468748,0.107927018,0.454168149,A,1
1,1.700973219,0.139254879,0.528839703,A,2
0,6.875792979,0.127139319,0.501993958,A,2
0,0.12461456,0.242624022,0.685114171,A,5
1,2.408993286,0.308023578,0.742155415,A,5
2,2.025162503,0.109009682,0.457050081,A,1
2,0.842318275,0.239842928,0.682156325,A,5
0,2.051966796,0.160384957,0.570379961,A,3
0,3.502628243,0.075254608,0.35497253,A,1
1,5.613870922,0.122167594,0.490266366,A,2
1,1.435231873,0.198783232,0.6317799,A,4
0,2.848585358,0.175177182,0.595973485,A,3
2,0.365043287,0.062229599,0.307851869,A,1
1,9.268422219,0.208488264,0.644928812,A,4
0,0.347593199,0.214814761,0.653058399,A,4
0,1.50416564,0.14634279,0.543481649,A,2
0,0.123475967,0.124552584,0.495946067,A,2
1,0.384751291,0.363719907,0.776756296,A,5
1,5.136888517,0.159454052,0.568678706,A,3
1,1.589025222,0.164374667,0.577546064,A,3
0,0.692823352,0.1054643,0.447524241,A,1
0,1.592531443,0.096554077,0.422422021,A,1
0,0.056068212,0.089881575,0.402472868,A,1
2,2.233559393,0.13962608,0.529625308,A,2
1,0.911046641,0.284896246,0.724422331,A,5
1,3.404171689,0.333376745,0.759162788,A,5
1,4.244622081,0.309544287,0.743242888,A,5
1,1.528850634,0.277676705,0.718389168,A,5
1,3.965345375,0.150312548,0.551361276,A,3
0,2.827067953,0.101300893,0.43600651,A,1
1,5.662673422,0.144984988,0.540734501,A,2
0,3.712852055,0.062977352,0.310689987,A,1
2,1.816445118,0.145800337,0.542387363,A,2
0,5.337548368,0.321085281,0.751207436,A,5
1,3.703216395,0.174188234,0.594343486,A,3
2,2.31203224,0.256239038,0.698882696,A,5
1,2.493640308,0.201037541,0.634910124,A,4
2,2.627847525,0.121048484,0.487566445,A,2
1,0.016523776,0.332014625,0.758306539,A,5
1,2.018447509,0.160196368,0.570036213,A,3
0,4.800265231,0.11189196,0.464608792,A,1
0,2.481966321,0.170037535,0.587378951,A,3
0,6.372056347,0.090045533,0.402975418,A,1
1,0.304096668,0.233519805,0.675236485,A,4
0,1.010889388,0.202023218,0.636264089,A,4
2,1.094506443,0.143429374,0.537553892,A,2
2,1.040411035,0.135963127,0.521779505,A,2
2,9.784429557,0.240392465,0.682744863,A,5
0,0.074751391,0.108071379,0.454553782,A,1
0,0.179000948,0.111522563,0.463649188,A,1
1,1.815566856,0.195870638,0.627665172,A,4
2,0.436166238,0.137996716,0.526161129,A,2
1,1.669957381,0.239317039,0.681591217,A,5
1,3.349121849,0.152674309,0.555943931,A,3
1,2.799223838,0.266585678,0.708608748,A,5
1,4.42665179,0.201537035,0.635597358,A,4
1,0.027270175,0.067335949,0.326903257,A,1
1,1.81835203,0.096892947,0.4234082,A,1
1,1.705309554,0.276128231,0.717061762,A,5
1,3.194273978,0.217908149,0.656912915,A,4
2,7.039289996,0.112272641,0.465594928,A,1
2,0.834083585,0.096489848,0.422234817,A,1
2,2.528510741,0.249940136,0.692655839,A,5
0,2.909416212,0.119467539,0.483713842,A,2
1,1.030163666,0.339829992,0.763137328,A,5
1,0.269333265,0.335751755,0.760641171,A,5
0,2.03327754,0.092377065,0.410053632,A,1
0,0.739165456,0.117859537,0.479748507,A,2
1,2.460277712,0.10023961,0.433011831,A,1
1,5.954226563,0.215868733,0.654380414,A,4
2,1.417070419,0.098637095,0.428443815,A,1
2,1.642865628,0.073240889,0.347999034,A,1
1,0.675477468,0.371034139,0.78061051,A,5
0,0.567361563,0.247186886,0.689857639,A,5
1,1.723725516,0.229202231,0.670350305,A,4
1,0.668272576,0.126742816,0.5010744,A,2
1,1.370219067,0.164554659,0.577864636,A,3
2,1.258977558,0.211796558,0.64922197,A,4
1,1.014758962,0.099013854,0.429522802,A,1
0,1.037080363,0.157283632,0.564668405,A,3
1,2.479114128,0.177337011,0.599494833,A,3
0,0.139740561,0.32533805,0.7540191,A,5
1,2.099584395,0.213707523,0.651659763,A,4
1,0.756395452,0.276068353,0.71701019,A,5
0,3.188648304,0.174857974,0.59544858,A,3
0,0.973652913,0.105927427,0.448783125,A,1
1,3.195811526,0.144298561,0.539335432,A,2
2,2.138869669,0.084931871,0.386998319,A,1
0,2.164590075,0.239677911,0.681979201,A,5
1,3.027604422,0.291338556,0.729597721,A,5
1,1.103748333,0.161203407,0.57186649,A,3
1,0.112982678,0.111652832,0.4639879,A,1
0,3.635477014,0.255344951,0.698013342,A,5
1,1.284332124,0.174772668,0.595308107,A,3
0,2.991643893,0.141634025,0.533838402,A,2
1,0.728958373,0.259093616,0.701626942,A,5
2,0.039449229,0.121975111,0.489803586,A,2
1,1.787973639,0.26173667,0.704125953,A,5
2,0.512163899,0.118009458,0.480120225,A,2
1,2.245076496,0.193314929,0.623987815,A,4
2,2.069251067,0.236111978,0.678106586,A,5
2,1.937259124,0.096897313,0.42342089,A,1
1,2.524800071,0.193834494,0.624740533,A,4
0,2.06492568,0.158083055,0.566152681,A,3
0,5.843737158,0.216600111,0.655292481,A,4
0,2.386610019,0.120580322,0.486430299,A,2
1,8.567782278,0.1596463,0.569030962,A,3
0,1.289377939,0.287340775,0.726408689,A,5
2,0.421421952,0.176823373,0.59866216,A,3
1,2.091577912,0.229759167,0.670988132,A,4
0,1.079118231,0.151320097,0.553325746,A,3
1,5.776401995,0.109508111,0.458368956,A,1
0,6.482472657,0.164578063,0.57790603,A,3
0,3.909330363,0.10126682,0.435910741,A,1
0,2.681622063,0.058516615,0.293507126,A,1
2,2.082423652,0.263856215,0.706101458,A,5
2,2.584947388,0.107017434,0.451728666,A,1
1,3.061874334,0.079624519,0.369733274,A,1
0,4.990131189,0.246132006,0.688772886,A,5
2,4.692249089,0.16451645,0.577797044,A,3
0,1.611077436,0.13004804,0.508658261,A,2
1,0.562467197,0.153942027,0.558372062,A,3
1,9.137163399,0.139402125,0.529151586,A,2
1,1.283803954,0.24626761,0.688912726,A,5
1,1.99248787,0.221145214,0.660864566,A,4
2,1.095317798,0.082855907,0.380329687,A,1
1,1.490563166,0.19039763,0.619712061,A,4
1,1.558313591,0.221070299,0.660774044,A,4
1,2.777472842,0.215952758,0.654485418,A,4
0,0.098549778,0.062679119,0.309560048,A,1
2,0.042286088,0.150447218,0.551624669,A,3
2,1.558062597,0.364894623,0.777384701,A,5
2,1.998551707,0.227346002,0.668208062,A,4
2,1.619969372,0.083433074,0.382194509,A,1
2,8.519484422,0.084969111,0.387116968,A,1
1,3.024403667,0.201179813,0.635106103,A,4
1,0.61500752,0.154181902,0.558829043,A,3
1,0.128506561,0.242808121,0.685308167,A,5
1,0.733734587,0.185914324,0.612974239,A,4
1,9.090310765,0.170742235,0.58857559,A,3
0,1.567899217,0.177899719,0.600403676,A,3
1,3.512576998,0.176665355,0.598405397,A,3
1,2.609717761,0.099475925,0.430841882,A,1
1,1.109063626,0.423076328,0.80449656,A,5
1,7.281077885,0.093967889,0.414810904,A,1
1,1.095112428,0.164181198,0.577203187,A,3
0,7.724155139,0.132957235,0.515182661,A,2
0,3.546589431,0.339610785,0.763004502,A,5
1,0.251895296,0.247727995,0.690411336,A,5
1,1.207288251,0.131929628,0.512893951,A,2
2,0.785564427,0.179454842,0.60289715,A,3
2,1.734008254,0.263470145,0.705743494,A,5
1,0.40575379,0.404351446,0.7965536,A,5
0,3.832178656,0.186542913,0.613931339,A,4
0,0.681248426,0.108935138,0.456852405,A,1
1,2.883157163,0.11153499,0.463681513,A,1
1,3.316997924,0.368721904,0.779407011,A,5
0,1.838820623,0.072206256,0.34437309,A,1
1,2.059283635,0.561185902,0.847615596,A,5
2,0.978880473,0.148891081,0.548565554,A,3
2,1.564422441,0.137826821,0.525797548,A,2
0,0.856059517,0.176052017,0.597406133,A,3
0,0.018493324,0.24011327,0.682446106,A,5
0,0.177075183,0.186584942,0.613995188,A,4
0,5.943866833,0.075587822,0.356115889,A,1
0,2.232140275,0.190408157,0.619727641,A,4
1,0.516803915,0.197932306,0.630586048,A,4
0,1.828794861,0.215201678,0.65354477,A,4
1,1.974667807,0.109419267,0.458134231,A,1
1,1.410782619,0.064029642,0.314655629,A,1
1,1.026944009,0.1451728,0.541116091,A,2
2,3.280431031,0.113299616,0.468241241,A,1
0,1.314326217,0.121680564,0.489094133,A,2
1,3.548072822,0.112870774,0.467138679,A,1
1,6.233631668,0.140970902,0.532453807,A,2
1,0.147255056,0.145950636,0.542690988,A,2
1,2.927147535,0.227282188,0.668133964,A,4
1,0.34371805,0.245261899,0.687872799,A,5
0,1.966963008,0.120294465,0.485734628,A,2
2,2.958443942,0.146090763,0.542973768,A,2
2,2.606643671,0.191011414,0.620618666,A,4
1,1.776157629,0.289244318,0.727936248,A,5
2,7.764305947,0.161632802,0.572642962,A,3
1,4.53655779,0.083780969,0.383314527,A,1
1,0.460834681,0.181362229,0.605919273,A,3
2,0.458280784,0.157609272,0.565274032,A,3
1,0.093479688,0.335879485,0.760720159,A,5
1,2.835050871,0.189639357,0.618586822,A,4
0,10,0.128835367,0.505897187,A,2
0,1.611859966,0.138649111,0.527553108,A,2
2,0.085064587,0.13504885,0.519788309,A,2
1,8.52777317,0.178068683,0.600675886,A,3
2,0.476268614,0.17738498,0.599572446,A,3
1,3.265036654,0.238434481,0.680638652,A,5
1,2.443003362,0.187884229,0.615960019,A,4
0,4.477091585,0.142747932,0.53614932,A,2
0,0.406465754,0.113466854,0.468670253,A,1
0,3.201796422,0.213073346,0.650854124,A,4
0,0.411564073,0.161218387,0.571893617,A,3
2,2.643650179,0.177841095,0.600309155,A,3
2,6.314718765,0.257034852,0.699652532,A,5
2,0.873444057,0.333142234,0.759015808,A,5
0,1.133710597,0.112869095,0.467134354,A,1
1,1.951994908,0.319062645,0.749847455,A,5
0,3.445037692,0.11686996,0.477284466,A,2
1,3.342564849,0.183882351,0.609852125,A,4
1,0.11231996,0.180675658,0.604836004,A,3
2,5.066071376,0.147967385,0.546733501,A,3
2,0.537064183,0.28871975,0.727516954,A,5
2,9.9062268,0.127000431,0.501672158,A,2
0,0.318039795,0.215286089,0.653650715,A,4
1,3.710651075,0.164424747,0.577634742,A,3
1,5.949733642,0.113882038,0.469732994,A,1
0,2.769692736,0.268709518,0.710531652,A,5
1,0.104127048,0.071694865,0.342569992,A,1
1,0.53219938,0.133926922,0.517326632,A,2
2,0.559713779,0.089227943,0.400463094,A,1
0,1.857168972,0.178659848,0.601625797,A,3
1,3.070024031,0.183740475,0.609632513,A,4
0,5.168578401,0.105663679,0.44806674,A,1
1,1.299801593,0.214462835,0.65261495,A,4
0,0.400945638,0.109354531,0.457963102,A,1
1,3.029019086,0.215171606,0.653507012,A,4
0,1.727913609,0.181796338,0.606601582,A,4
1,4.953796837,0.220052391,0.659539733,A,4
2,5.022566402,0.11356349,0.468917906,A,1
2,1.037533993,0.171725433,0.590235363,A,3
0,4.724697429,0.137363062,0.524802797,A,2
1,1.96560754,0.091854189,0.40847727,A,1
1,1.206446608,0.175709117,0.596845624,A,3
2,2.211998519,0.336050123,0.760825599,A,5
0,1.754798056,0.127552355,0.502949003,A,2
0,0.136908359,0.152601247,0.555803319,A,3
0,0.857508525,0.217772899,0.656746,A,4
1,0.402458396,0.167706174,0.583377933,A,3
0,0.735588032,0.359663835,0.774558171,A,5
1,0.162217188,0.221991873,0.661884575,A,4
0,0.787062133,0.418337638,0.802548641,A,5
1,2.232248413,0.190056048,0.619205885,A,4
0,4.467996131,0.10502397,0.446323228,A,1
0,2.146612755,0.195642573,0.627339574,A,4
1,1.82764826,0.114197885,0.47053925,A,1
1,6.997744064,0.110490587,0.460954198,A,1
2,4.317236212,0.153233905,0.557018463,A,3
1,0.672211172,0.240163985,0.682500412,A,5
2,1.566079791,0.189676365,0.618641875,A,4
1,9.349176108,0.228917892,0.670023795,A,4
1,1.953507496,0.238386112,0.680586294,A,5
0,5.205863435,0.154317849,0.559087687,A,3
0,0.509322734,0.063235309,0.311665178,A,1
0,2.044737944,0.227265291,0.668114339,A,4
0,1.725810078,0.39362616,0.791690973,A,5
1,2.389978894,0.169204608,0.585956972,A,3
1,4.998772508,0.096138465,0.42120902,A,1
2,0.849587684,0.142698637,0.536047446,A,2
2,2.16582516,0.113743765,0.469379426,A,1
1,0.418960075,0.162568523,0.574326898,A,3
1,2.292611071,0.216632004,0.655332156,A,4
1,3.260859184,0.233768133,0.675513474,A,4
0,0.692893271,0.181603418,0.606298612,A,4
2,1.374489497,0.113768676,0.469443149,A,1
2,1.647099374,0.228847569,0.669942951,A,4
1,2.014572948,0.283463311,0.723244882,A,5
1,0.797587251,0.406875967,0.797663837,A,5
1,4.497301729,0.13567934,0.521162869,A,2
2,1.48440693,0.199815076,0.633218509,A,4
0,1.495823725,0.26646208,0.708496093,A,5
1,1.274126957,0.157779279,0.565589657,A,3
1,0.371480468,0.203914074,0.638836759,A,4
1,0.777747841,0.180102093,0.603927115,A,3
1,0.625066833,0.156643961,0.563474661,A,3
1,0.470024356,0.176824713,0.598664335,A,3
1,0.312663648,0.243142669,0.685660134,A,5
0,3.173774104,0.194662413,0.625934555,A,4
0,0.921542078,0.137164371,0.52437558,A,2
1,0.282435377,0.067480731,0.327432308,A,1
2,1.14841027,0.120268892,0.485672321,A,2
1,4.256060414,0.163984717,0.576854495,A,3
1,0.13462635,0.060460196,0.301068675,A,1
2,0.405744643,0.400268708,0.794730811,A,5
0,10,0.091126658,0.406273351,A,1
1,1.338217689,0.103902663,0.443246672,A,1
2,0.227915289,0.296145406,0.73333718,A,5
0,4.811722548,0.068841372,0.332374869,A,1
1,2.649399897,0.222156114,0.6620818,A,4
2,4.769488978,0.144048748,0.538824545,A,2
1,1.628536629,0.198364446,0.63119319,A,4
0,1.033107373,0.2348623,0.676728773,A,5
1,5.446863909,0.112659468,0.466594099,A,1
0,1.748311413,0.124638474,0.496148744,A,2
2,3.158520697,0.04984786,0.258317763,A,1
0,3.472549585,0.112542885,0.466293272,A,1
2,0.757313642,0.192448884,0.622727264,A,4
1,0.321901952,0.202306185,0.636651146,A,4
2,0.793819018,0.371882402,0.781048628,A,5
1,0.385147814,0.169627709,0.586680325,A,3
0,1.634753244,0.19898287,0.632059011,A,4
1,3.724096623,0.170317887,0.587855714,A,3
1,1.759122538,0.136049771,0.521967519,A,2
2,0.291085413,0.22303297,0.663131233,A,4
2,0.511065586,0.199028715,0.632123054,A,4
1,2.790914342,0.174081479,0.594166863,A,3
1,2.885669907,0.119291612,0.483282317,A,2
1,2.066291346,0.162665362,0.574500539,A,3
1,0.806264156,0.225951883,0.666582367,A,4
1,1.058062028,0.216661533,0.65536888,A,4
1,4.958250604,0.136277639,0.522461413,A,2
2,4.707613879,0.12648325,0.500470962,A,2
1,2.880987297,0.202932986,0.637505935,A,4
2,2.278249231,0.251468882,0.694189214,A,5
1,1.496720606,0.173500164,0.593202794,A,3
1,1.41796428,0.145829499,0.5424463,A,2
0,3.537693997,0.116220237,0.475656727,A,2
0,10,0.139775914,0.529941813,A,2
2,0.283985222,0.09134601,0.406939137,A,1
1,0.184362486,0.125064299,0.497151669,A,2
1,1.725351402,0.260275664,0.702749496,A,5
0,2.302797916,0.257888679,0.700474365,A,5
1,0.017033606,0.11668106,0.47681203,A,2
0,1.170655075,0.179836466,0.603504979,A,3
2,2.465183181,0.169951574,0.587232579,A,3
2,4.094025753,0.085003781,0.387227398,A,1
1,1.565496612,0.228626867,0.669688994,A,4
0,1.837065085,0.076923926,0.360670678,A,1
2,0.115875717,0.100389127,0.433435198,A,1
2,1.158462318,0.246414988,0.689064576,A,5
1,1.371133049,0.133140662,0.515589385,A,2
1,0.031115218,0.151593859,0.553857072,A,3
2,0.263025364,0.086399368,0.391648104,A,1
2,4.541559574,0.092514898,0.410468117,A,1
1,0.33039859,0.190208183,0.619431471,A,4
1,1.965346958,0.154151596,0.558771351,A,3
1,1.413943431,0.130475294,0.509625205,A,2
2,1.218763124,0.096945055,0.423559617,A,1
0,3.77416898,0.106573606,0.450532232,A,1
1,2.702745754,0.373230698,0.781741296,A,5
1,6.170613683,0.14506174,0.540890504,A,2
1,1.622409675,0.225282994,0.665797209,A,4
1,1.166524728,0.226276531,0.666962236,A,4
0,1.818759851,0.224315538,0.664655618,A,4
1,0.929441304,0.185987373,0.613085675,A,4
0,0.260238636,0.100164407,0.43279871,A,1
0,3.11800838,0.11038274,0.460671346,A,1
1,1.907071798,0.223254362,0.663395264,A,4
1,1.919855537,0.097945762,0.426455851,A,1
1,0.519663068,0.204132913,0.63913243,A,4
2,3.896737462,0.133531773,0.516454797,A,2
1,3.288252679,0.140949951,0.532409954,A,2
0,0.737930937,0.120533473,0.486316387,A,2
2,5.137679405,0.150761456,0.552238284,A,3
0,0.228838505,0.234775377,0.676632534,A,5
0,1.138438848,0.198194436,0.630954541,A,4
1,2.664978415,0.150621433,0.551965031,A,3
0,3.211324527,0.234102134,0.675885342,A,5
1,0.827191583,0.320587988,0.750874441,A,5
2,0.092762727,0.164878313,0.578436471,A,3
0,2.079810051,0.199527298,0.632818282,A,4
2,0.663527511,0.184757238,0.611201691,A,4
1,0.843537382,0.111786869,0.464336062,A,1
0,0.443679426,0.114105199,0.47030285,A,1
0,0.87290559,0.356260949,0.772679407,A,5
1,0.41778945,0.235160061,0.67705805,A,5
1,0.879390305,0.22242456,0.662403709,A,4
2,2.052635019,0.175350116,0.596257373,A,3
1,0.327429256,0.20071996,0.634471988,A,4
1,0.260929065,0.175650758,0.596750099,A,3
1,4.332080291,0.168099284,0.584057151,A,3
1,0.563260269,0.180751689,0.604956217,A,3
0,4.168476183,0.110340302,0.460559982,A,1
1,3.580275111,0.431921613,0.808026332,A,5
1,5.194825511,0.227816389,0.668753329,A,4
1,8.212011906,0.149496368,0.549759506,A,3
0,3.167549409,0.268516141,0.710357575,A,5
1,0.304202999,0.128618678,0.505401219,A,2
1,0.419245982,0.327739368,0.75557867,A,5
1,1.814235159,0.141175791,0.532882324,A,2
0,0.25006838,0.065310899,0.319439812,A,1
0,5.742829912,0.285260545,0.724720127,A,5
2,0.270906607,0.259990978,0.702479871,A,5
1,0.9275047,0.121271126,0.488105373,A,2
0,0.826482559,0.094029193,0.414993069,A,1
0,1.436310795,0.079356015,0.368840749,A,1
2,7.388036632,0.148435403,0.547663282,A,3
1,4.458764043,0.079375031,0.368904021,A,1
2,0.021133744,0.119338987,0.483398576,A,2
2,1.509100958,0.176475866,0.598097129,A,3
1,1.527103833,0.232749547,0.674374553,A,4
2,0.305667536,0.119076963,0.482755044,A,2
2,3.43574449,0.15732507,0.564745549,A,3
1,2.446064886,0.183045467,0.608553613,A,4
1,4.928671508,0.328759281,0.75623506,A,5
2,0.408977506,0.112655881,0.466584847,A,1
2,1.729372493,0.087010706,0.393569624,A,1
2,1.610139604,0.079005029,0.367671231,A,1
1,0.221105203,0.206448328,0.642234675,A,4
0,3.74582937,0.161371249,0.572170276,A,3
1,0.52027509,0.225110142,0.665593763,A,4
1,3.11896595,0.156244099,0.562725688,A,3
0,0.064031882,0.193444925,0.624176394,A,4
1,1.15173416,0.180809268,0.605047214,A,3
2,1.163579575,0.166862826,0.581914477,A,3
2,2.174891108,0.128839857,0.505907455,A,2
0,0.071943346,0.273844118,0.715081596,A,5
0,0.115435672,0.140533467,0.531536798,A,2
0,2.144710785,0.215823466,0.654323821,A,4
1,2.397267576,0.176551204,0.59821974,A,3
2,3.042841787,0.337095094,0.761469257,A,5
0,1.96527833,0.219695141,0.659104608,A,4
2,0.739482341,0.144413226,0.539569624,A,2
1,2.507149801,0.164695069,0.578112874,A,3
1,4.583273223,0.15721772,0.564545651,A,3
2,1.256713283,0.071623042,0.342316172,A,1
1,0.110825792,0.325939844,0.754411821,A,5
2,3.357922751,0.252979319,0.695690185,A,5
1,3.022398586,0.121645202,0.489008855,A,2
1,0.824069299,0.192588984,0.622931683,A,4
0,0.540979216,0.182092289,0.607065579,A,4
2,1.193244597,0.105072597,0.446456056,A,1
1,0.248589087,0.299980732,0.736248801,A,5
1,1.461188199,0.149673527,0.550107982,A,3
0,3.506195624,0.177894159,0.600394713,A,3
2,1.918974114,0.194358362,0.625496826,A,4
1,0.053721367,0.111063876,0.462453914,A,1
1,1.385728791,0.107080785,0.451899116,A,1
1,0.702460194,0.162120236,0.57352154,A,3
2,1.333062579,0.208135544,0.64446556,A,4
1,1.03316515,0.170253328,0.587746008,A,3
2,1.588508359,0.219232653,0.658539807,A,4
2,0.523536732,0.189000058,0.617633636,A,4
2,2.746895738,0.20559545,0.64109749,A,4
1,1.011586102,0.094310536,0.415827996,A,1
1,0.056412197,0.216713637,0.655433666,A,4
0,0.162578233,0.120522336,0.486289303,A,2
2,2.000161442,0.137203294,0.524459319,A,2
1,1.201820385,0.158509488,0.566941001,A,3
1,1.230810665,0.085508419,0.388831419,A,1
2,2.38766512,0.158846845,0.567562967,A,3
0,0.599921579,0.138630514,0.527513521,A,2
1,1.539530606,0.124008573,0.49465936,A,2
1,0.701593146,0.132411731,0.513969848,A,2
1,0.738984022,0.272040499,0.713499064,A,5
0,0.348205315,0.099901704,0.432053256,A,1
0,2.629055859,0.151653981,0.553973621,A,3
0,6.349987444,0.061495905,0.305050723,A,1
0,3.983446578,0.126227717,0.499875769,A,2
2,2.999695935,0.135265079,0.520260434,A,2
1,2.53785838,0.306336936,0.740938545,A,5
0,1.603641855,0.112499419,0.466181045,A,1
0,1.594696687,0.116615648,0.476648282,A,2
0,1.708011995,0.09450979,0.416418221,A,1
2,4.625985189,0.17762549,0.599961203,A,3
0,0.557303084,0.262274607,0.704629718,A,5
0,0.029952406,0.10234422,0.438927055,A,1
0,1.890340633,0.139416453,0.529181916,A,2
1,0.694806914,0.285510476,0.724924071,A,5
0,1.298915944,0.125717374,0.498683702,A,2
1,3.424988953,0.217448092,0.65634455,A,4
1,2.186341715,0.193167308,0.623773469,A,4
0,0.80258116,0.098061704,0.426789981,A,1
2,0.247048829,0.268945964,0.710744229,A,5
1,3.846450972,0.227198682,0.668036955,A,4
0,7.318678224,0.135975439,0.521806229,A,2
1,4.580405123,0.11514105,0.472935528,A,1
0,1.385472229,0.141399315,0.533349091,A,2
1,4.819511707,0.228921842,0.670028335,A,4
1,2.991660969,0.131901518,0.512831101,A,2
1,2.273896284,0.07810649,0.364662598,A,1
2,1.167750351,0.156115075,0.562483561,A,3
2,0.823561691,0.225093728,0.665574432,A,4
0,0.921467319,0.103970594,0.4434338,A,1
1,1.373420716,0.150293353,0.551323712,A,3
2,0.351190134,0.101380214,0.436229367,A,1
2,5.316699408,0.173205329,0.592712346,A,3
1,2.088238436,0.156766185,0.563703173,A,3
1,1.730449722,0.163086603,0.575254482,A,3
2,0.161645269,0.128872651,0.505982443,A,2
1,1.503666406,0.124463176,0.495734953,A,2
1,3.735721108,0.234237005,0.676035282,A,5
1,0.861732233,0.172398815,0.591365596,A,3
0,0.140972314,0.153389613,0.557316689,A,3
2,5.707584291,0.045717441,0.240672291,A,1
2,3.139928943,0.099236689,0.430159513,A,1
0,3.315857842,0.224285054,0.664619532,A,4
1,3.710942538,0.140474956,0.531413917,A,2
1,0.289612857,0.101944461,0.437810761,A,1
0,10,0.138660183,0.527576676,A,2
1,0.866031666,0.142241025,0.535099998,A,2
1,0.422473364,0.135257223,0.520243293,A,2
0,1.041090125,0.20162314,0.635715595,A,4
0,0.436644792,0.303720434,0.739028135,A,5
0,10,0.245425149,0.688042043,A,5
1,1.698755257,0.272109428,0.713559853,A,5
1,1.298649159,0.14486588,0.540492232,A,2
1,0.298501455,0.231711523,0.673206323,A,4
